2n,+1,+100
0.00000015,0.00000006,0.00000003
0.00000006,0.00000004,0.00000004
0.00000005,0.00000007,0.00000005
0.00000005,0.00000006,0.00000006
0.00000031,0.00000028,0.00000029
0.00000016,0.00000023,0.00000019
0.00000015,0.00000036,0.00000015
0.00000016,0.00000044,0.00000017
0.00000028,0.00000046,0.00000017
0.00000024,0.00000051,0.00000017
0.00000025,0.00000061,0.00000018
0.00000022,0.00000067,0.00000018
0.00000024,0.00000075,0.00000018
0.00000025,0.00000074,0.00000021
0.00000025,0.00000084,0.00000021
0.00000026,0.00000089,0.00000021
0.00000045,0.00000101,0.00000021
0.00000038,0.00000097,0.00000021
0.00000034,0.00000128,0.00000022
0.00000036,0.00000118,0.00000024
0.00000038,0.00000131,0.00000024
0.00000035,0.00000129,0.00000025
0.00000037,0.00000146,0.00000025
0.00000038,0.00000149,0.00000025
0.00000038,0.00000154,0.00000026
0.00000039,0.00000168,0.00000026
0.00000040,0.00000176,0.00000028
0.00000050,0.00000180,0.00000028
0.00000044,0.00000189,0.00000029
0.00000043,0.00000200,0.00000030
0.00000046,0.00000211,0.00000031
0.00000050,0.00000221,0.00000032
0.00000060,0.00000221,0.00000031
0.00000059,0.00000235,0.00000031
0.00000059,0.00000248,0.00000032
0.00000058,0.00000257,0.00000033
0.00000056,0.00000266,0.00000034
0.00000055,0.00000277,0.00000034
0.00000055,0.00000289,0.00000035
0.00000063,0.00000297,0.00000035
0.00000059,0.00000321,0.00000036
0.00000061,0.00000322,0.00000036
0.00000063,0.00000331,0.00000037
0.00000059,0.00000540,0.00000039
0.00000064,0.00000352,0.00000039
0.00000061,0.00000356,0.00000039
0.00000062,0.00000427,0.00000039
0.00000062,0.00000391,0.00000041
0.00000063,0.00000399,0.00000040
0.00000067,0.00000405,0.00000041
0.00000064,0.00000427,0.00000042
0.00000066,0.00000435,0.00000042
0.00000067,0.00000449,0.00000043
0.00000066,0.00000454,0.00000043
0.00000070,0.00000479,0.00000045
0.00000066,0.00000491,0.00000045
0.00000068,0.00000491,0.00000045
0.00000068,0.00000505,0.00000046
0.00000070,0.00000529,0.00000047
0.00000069,0.00000546,0.00000048
0.00000075,0.00000554,0.00000048
0.00000075,0.00000566,0.00000049
0.00000074,0.00000583,0.00000049
0.00000072,0.00000599,0.00000050
0.00000095,0.00000606,0.00000051
0.00000094,0.00000623,0.00000052
0.00000092,0.00000644,0.00000052
0.00000091,0.00000668,0.00000052
0.00000094,0.00000684,0.00000053
0.00000091,0.00000690,0.00000053
0.00000094,0.00000845,0.00000083
0.00000137,0.00001228,0.00000071
0.00000115,0.00000994,0.00000075
0.00000130,0.00001070,0.00000082
0.00000122,0.00001027,0.00000074
0.00000128,0.00001031,0.00000076
0.00004332,0.00001289,0.00000099
0.00000151,0.00001370,0.00000088
0.00000147,0.00001442,0.00000079
0.00000143,0.00001252,0.00000093
0.00000098,0.00000900,0.00000061
0.00000102,0.00000905,0.00000060
0.00000099,0.00000914,0.00000061
0.00000102,0.00000943,0.00000062
0.00000101,0.00000951,0.00000063
0.00000100,0.00001029,0.00000068
0.00000113,0.00001039,0.00000066
0.00000102,0.00001014,0.00000065
0.00000105,0.00001016,0.00000065
0.00000110,0.00001046,0.00000065
0.00000110,0.00001063,0.00000067
0.00000104,0.00001157,0.00000067
0.00000107,0.00001145,0.00000069
0.00000105,0.00001113,0.00000069
0.00000105,0.00003569,0.00000080
0.00000110,0.00001158,0.00000070
0.00000106,0.00001175,0.00000070
0.00000109,0.00001189,0.00000071
0.00000110,0.00001223,0.00000071
0.00000114,0.00001231,0.00000072
0.00000111,0.00001251,0.00000072
0.00000112,0.00001276,0.00000073
0.00000115,0.00001298,0.00000080
0.00000117,0.00001317,0.00000076
0.00000117,0.00001334,0.00000103
0.00000115,0.00001363,0.00000101
0.00000117,0.00001386,0.00000101
0.00000117,0.00001411,0.00000102
0.00000118,0.00001427,0.00000102
0.00000118,0.00001443,0.00000100
0.00000119,0.00001478,0.00000104
0.00000119,0.00001717,0.00000104
0.00000121,0.00001507,0.00000105
0.00000119,0.00001535,0.00000104
0.00000125,0.00001576,0.00000104
0.00000124,0.00001593,0.00000106
0.00000122,0.00001604,0.00000108
0.00000126,0.00001624,0.00000106
0.00000125,0.00001654,0.00000107
0.00000124,0.00001671,0.00000108
0.00000127,0.00001689,0.00000108
0.00000130,0.00001823,0.00000109
0.00000128,0.00001762,0.00000111
0.00000129,0.00001775,0.00000111
0.00000129,0.00001791,0.00000112
0.00000133,0.00001821,0.00000111
0.00000128,0.00001849,0.00000110
0.00000132,0.00003238,0.00000120
0.00000164,0.00001902,0.00000112
0.00000159,0.00001919,0.00000115
0.00000162,0.00001945,0.00000115
0.00000162,0.00001969,0.00000114
0.00000162,0.00001997,0.00000116
0.00000163,0.00002022,0.00000117
0.00000161,0.00002045,0.00000118
0.00000161,0.00002076,0.00000119
0.00000164,0.00002104,0.00000119
0.00000165,0.00002125,0.00000119
0.00000166,0.00002155,0.00000118
0.00000165,0.00002594,0.00000123
0.00000165,0.00002194,0.00000120
0.00000166,0.00002228,0.00000122
0.00000167,0.00002242,0.00000123
0.00000166,0.00002279,0.00000122
0.00000167,0.00002302,0.00000124
